QID,abstract
Q400858,"Ahmed Wali Karzai (Pashto: احمد ولي کرزی, Aḥmad Walī Karzay, 1961 – 12 July 2011) was a politician in Afghanistan who served as Chairman of the Kandahar Provincial Council from 2005 until his death. He was the younger paternal half-brother of former Afghan President Hamid Karzai and an elder of the Popalzai tribe. Wali Karzai formerly lived in the United States, where he managed a restaurant owned by his family. He returned to Afghanistan following the removal of the Taliban government in late 2001. He has been accused of political corruption and was allegedly on the CIA payroll."
Q401266,"Ahmad bin Hussein al-Ghashmi (21 August 1935 – 24 June 1978) (Arabic: أحمد حسين الغشمي, romanized: Aḥmad Ḥusayn al-Ghašmī) was the President of the Yemen Arab Republic from 11 October 1977 until his death eight months later. Al-Ghashmi assumed power when his predecessor, Ibrahim al-Hamdi, was assassinated. Ghashmi himself was assassinated later. His assassination occurred when he was meeting an envoy sent by People's Democratic Republic of Yemen President Salim Rubai Ali and a briefcase, reportedly containing a secret message, exploded, killing both al-Ghashmi and the envoy. It is not conclusively known who set off the explosion."
Q420192,Tsehafi Taezaz Aklilu Habte-Wold (Amharic: አክሊሉ ሀብተ ወልድ; 12 March 1912 – 23 November 1974) was an Ethiopian politician under Emperor Haile Selassie. He was foreign minister of Ethiopia from 1947 to 1958 and Prime Minister from 1961 until his death by the Derg execution in 1974.
Q420247,"Yu Wen, better known by his courtesy name Yu Dafu (December 7, 1896 – September 17, 1945) was a modern Chinese short story writer and poet. He was one of the new literary group initiators, and this new literary group was named the Creation Society. His literary masterpieces include Chenlun (沈淪, Sinking), Chunfeng chenzui de wanshang (春風沈醉的晚上, Intoxicating Spring Nights), Guoqu (過去, The Past), Chuben (出奔, Flight) and so on. Yu Dafu's literary works' writing style and main themes profoundly influenced a group of young writers and formed a spectacular romantic trend in Chinese literature in the 1920s and 1930s. He died in the Japanese-occupied Dutch East Indies, likely executed."
Q423228,"Sami Hilmy al-Hinnawi (Arabic: محمد سامي حلمي الحناوي, romanized: Muḥammad Sāmī Ḥilmī al-Ḥinnāwī;‎ 1898 – 31 October 1950) was a Syrian politician and military officer."
Q428256,"Grand Duke Sergei Mikhailovich of Russia (Russian: Серге́й Миха́йлович; 7 October 1869 – 18 July 1918) was the fifth son and sixth child of Grand Duke Michael Nikolaievich of Russia and a first cousin of Alexander III of Russia. He was born and raised in the Caucasus, where his father was viceroy. In 1881 the family moved to St Petersburg. He became a close friend of the then Tsarevich Nicholas. They grew apart upon Nicholas II's marriage and accession to the throne."
Q430973,"Henri I de Bourbon, Prince of Condé (29 December 1552 – 5 March 1588) was a French Prince du Sang and Huguenot general like his more prominent father, Louis I, Prince of Condé."
Q437737,"Theudoald (or Theodald; c. 708 – 741) was the Frankish mayor of the palace, briefly unopposed in 714 after the death of his grandfather, Pepin of Herstal. In 715, the nobility acclaimed Ragenfrid mayor of Neustria and Charles Martel mayor of Austrasia. Theudoald was the legitimate but later claimed illegitimate son of Grimoald II (son of Pepin II of Herstal and Plectrude) and Theudesinda of Frisia (daughter of king Radbod). Thus, he was a grandson of the Frisian king. His grandmother Plectrude tried to have him recognised by his grandfather as the legitimate heir to all the Pippinid lands, instead of Charles Martel."
Q437847,"Vittorio Arrigoni (Italian pronunciation: [vitˈtɔːrjo arriˈɡoːni]; 4 February 1975 – 15 April 2011) was an Italian reporter, writer, pacifist and activist. Arrigoni worked with the pro-Palestinian International Solidarity Movement (ISM) in the Gaza Strip, from 2008 until his death. Arrigoni maintained a website, Guerrilla Radio, and published a book of his experiences in Gaza during the 2008–09 Gaza War between Hamas and Israel. Arrigoni was the first foreigner kidnapped in Gaza since BBC journalist Alan Johnston's abduction in 2007. He was subsequently killed by Palestinian Salafists."
Q438704,"Robert Arthur Knox (21 August 1989 – 24 May 2008) was an English actor who portrayed the character of Marcus Belby in the film Harry Potter and the Half-Blood Prince, and had signed to appear in the film Harry Potter and the Deathly Hallows. Having studied at Beths Grammar School, Bexley, Knox began acting aged 11, gaining small roles in British television shows like The Bill, After You've Gone and Trust Me, I'm a Teenager. His first cinematic appearance was as an extra in King Arthur (2004). Knox died after being stabbed outside a bar in Sidcup, Southeast London, in May 2008, when he intervened in a fight to protect his brother. His murder attracted widespread attention in the British press, and his assailant, Karl Norman Bishop, was subsequently sentenced to life imprisonment, with a minimum 20-year non-parole period."
Q440145,"George Lincoln Rockwell (March 9, 1918 – August 25, 1967) was an American far-right political activist and founder of the American Nazi Party. He later became a major figure in the neo-Nazi movement in the United States, and his beliefs, strategies, and writings have continued to influence many white supremacists and neo-Nazis. Born in Bloomington, Illinois, Rockwell briefly studied philosophy at Brown University before dropping out to join the Navy. He trained as a pilot and served in World War II and the Korean War in non-combat roles, achieving the rank of Commander. Rockwell's politics grew more radical and vocal in the 1950s, and he was honorably discharged due to his views in 1960."
Q440597,"Oswaldo Payá Sardiñas (29 February 1952 – 22 July 2012) was a Cuban political activist. A Roman Catholic, he founded the Christian Liberation Movement in 1987 to oppose the one-party rule of the Cuban Communist Party. He attracted international attention for organizing a petition drive known as the Varela Project, in which 25,000 signatories petitioned the Cuban government to guarantee freedom of speech and freedom of assembly as well as to institute a multi-party democracy. In recognition of his work, he received the European Parliament's Sakharov Prize and People in Need's Homo Homini Award. On 22 July 2012, he died in a car crash under controversial circumstances."
Q442205,"Concino Concini, 1st Marquis d'Ancre (23 November 1569 – 24 April 1617), was an Italian politician, best known for being a minister of Louis XIII of France, as the favourite of Louis's mother, Marie de Medici, Queen of France. In 1617 he was killed on the behest of the King."
Q443777,"Marcos Orlando Letelier del Solar (13 April 1932 – 21 September 1976) was a Chilean economist, politician and diplomat during the presidency of Salvador Allende. A refugee from the military dictatorship of General Augusto Pinochet, Letelier accepted several academic positions in Washington, D.C. following his exile from Chile. In 1976, agents of Dirección de Inteligencia Nacional (DINA), the Pinochet regime's secret police, assassinated Letelier in Washington via the use of a car bomb. These agents had been working in collaboration with members of the Coordination of United Revolutionary Organizations, an anti-Castro militant group."
Q450182,"Leonella Sgorbati, born Rosa Maria Sgorbati, (9 December 1940 – 17 September 2006) was an Italian religious sister of the Consolata Missionaries who served in the missions in both Kenya and in Somalia. She was murdered in Somalia not long after the Regensburg lecture of Pope Benedict XVI and after having worked on the continent for over three decades. Her main attention was on nursing and educating prospective nurses while she also tended to the needs of children in a children's hospital that she frequented. In 2008 her cross was deposited in the San Bartolomeo all'Isola church. She was beatified on 26 May 2018 in Piacenza."
Q454025,"Marien Ngouabi (or N'Gouabi) (December 31, 1938 – March 18, 1977) was the third President of the Republic of the Congo from January 1, 1969, to March 18, 1977."
Q456076,"Yafeu Akiyele Fula (October 9, 1977 – November 10, 1996), better known by his stage name Yaki Kadafi, was an American rapper and a founder and member of the hip hop groups Outlawz and Dramacydal."
Q456898,"Ivan Stambolić (Serbian: Иван Стамболић; 5 November 1936 – 25 August 2000) was a Serbian politician. He was a prominent member of the League of Communists of Serbia who served as the President of the Presidency of Serbia in the 1980s. In August 2000, he was assassinated. His uncle was politician Petar Stambolić."
